ppm,C1211,C1212,C1213,C1214,C1215,C1231,C1232,C1233,C1234,C1235
3.36102,0.000128555,0.000123647,0.000159121,0.000145729,0.000124748,0.000151835,0.00014319,5.06E-05,0.000109771,7.63E-05
3.35977,0.000127697,0.000122386,0.000159619,0.000147161,0.00012789,0.000152607,0.00014033,5.22E-05,0.000110139,7.21E-05
3.35852,0.000127665,0.000122609,0.000161324,0.000149185,0.000130946,0.000153009,0.000137443,5.47E-05,0.000113061,7.30E-05
3.35727,0.000129791,0.000125557,0.000165381,0.0001508,0.000132241,0.000153568,0.000135559,5.69E-05,0.000116912,7.72E-05
3.35601,0.000132016,0.000128405,0.000169577,0.000150326,0.000130596,0.000154421,0.000134522,5.72E-05,0.000118713,8.01E-05
3.35476,0.000131224,0.000127444,0.000170739,0.000147442,0.00012703,0.000155242,0.000133634,5.56E-05,0.000117801,7.85E-05
3.35351,0.000127078,0.000122878,0.000168698,0.000144198,0.000124757,0.000155825,0.000132879,5.46E-05,0.000117413,7.38E-05
3.35226,0.000123397,0.000120173,0.000167664,0.000143964,0.000127345,0.000156657,0.0001335,5.72E-05,0.000122561,7.10E-05
3.35101,0.000125705,0.000126421,0.000173484,0.000149062,0.000136251,0.000158768,0.000137247,6.51E-05,0.000135879,7.53E-05
3.34976,0.000137043,0.000144774,0.000189124,0.00015881,0.000149363,0.000162946,0.000144843,7.69E-05,0.000154607,8.70E-05
3.3485,0.00015503,0.000171075,0.000211713,0.000169454,0.000161752,0.000168992,0.000155068,8.84E-05,0.00017119,0.000100872
3.34725,0.000172311,0.000195244,0.00023322,0.000176337,0.000168628,0.00017548,0.000165175,9.51E-05,0.000177861,0.000109561
3.346,0.00018096,0.000207461,0.000245043,0.000177,0.000168484,0.000180277,0.000172312,9.53E-05,0.000172261,0.000109521
3.34475,0.000178237,0.000205087,0.000243891,0.000172722,0.0001637,0.000181784,0.00017508,9.15E-05,0.000159263,0.00010363
3.3435,0.000168605,0.000194058,0.000233999,0.00016713,0.000158174,0.000180103,0.000174283,8.75E-05,0.00014706,9.81E-05
3.34225,0.000159798,0.000183246,0.000223361,0.000163249,0.000154417,0.000176972,0.000172172,8.62E-05,0.000141218,9.73E-05
3.34099,0.000156835,0.000177699,0.000217621,0.000161728,0.000152573,0.000174401,0.000170603,8.74E-05,0.000141964,0.000100804
3.33974,0.000159444,0.000176816,0.000217136,0.000161415,0.000151554,0.000173376,0.000169869,8.98E-05,0.000146031,0.000105314
3.33849,0.000164033,0.000177297,0.000218645,0.000161117,0.00015072,0.000173669,0.000169211,9.21E-05,0.000150292,0.000107498
3.33724,0.000167364,0.000176954,0.000218988,0.000160707,0.000150462,0.000174475,0.00016805,9.39E-05,0.000153912,0.000106596
3.33599,0.00016885,0.0001765,0.000217716,0.000160713,0.000151204,0.000175067,0.000166464,9.57E-05,0.000157522,0.000104061
3.33474,0.000169843,0.000178066,0.000216589,0.000160999,0.000151962,0.000175054,0.0001647,9.69E-05,0.000160604,0.000100933
3.33348,0.000170678,0.000181498,0.000216435,0.000160106,0.000150407,0.000174266,0.000162529,9.60E-05,0.000160293,9.60E-05
3.33223,0.000168871,0.000182587,0.000214956,0.000156297,0.000144802,0.000172487,0.000159125,9.15E-05,0.000153662,8.74E-05
3.33098,0.000161218,0.000176341,0.000208621,0.000149421,0.000135908,0.000169465,0.000153687,8.39E-05,0.000141202,7.55E-05
3.32973,0.000147782,0.000162301,0.00019684,0.00014157,0.00012677,0.000165406,0.000146451,7.57E-05,0.000127357,6.39E-05
3.32848,0.00013303,0.000145808,0.000183481,0.000135686,0.000120562,0.000161327,0.000139137,7.00E-05,0.000117374,5.70E-05
3.32723,0.000122692,0.000133836,0.000174002,0.000133366,0.000118458,0.00015861,0.000134019,6.80E-05,0.000113662,5.66E-05
3.32597,0.000119553,0.000129822,0.000171274,0.000133789,0.000119085,0.000158007,0.000132238,6.83E-05,0.000114704,6.04E-05
3.32472,0.000121753,0.000131781,0.000173756,0.000134455,0.000119659,0.000159065,0.000132889,6.86E-05,0.000116651,6.44E-05
3.32347,0.000124397,0.000134314,0.000176934,0.000132998,0.000117854,0.000160424,0.000133699,6.69E-05,0.000116064,6.48E-05
3.32222,0.000122965,0.000132546,0.000176561,0.000128648,0.000113092,0.000160615,0.000132592,6.31E-05,0.000112004,6.11E-05
3.32097,0.000116154,0.000125271,0.00017132,0.000122399,0.000106458,0.000158837,0.000128916,5.86E-05,0.000106177,5.53E-05
3.31972,0.000106203,0.000115148,0.0001631,0.000116017,9.96E-05,0.000155325,0.000123532,5.49E-05,0.000101211,5.04E-05
3.31846,9.68E-05,0.000106141,0.000155019,0.000110899,9.39E-05,0.000151132,0.000117874,5.26E-05,9.86E-05,4.79E-05
3.31721,9.04E-05,0.000100733,0.000149214,0.00010761,9.01E-05,0.000147449,0.000112835,5.12E-05,9.82E-05,4.78E-05
3.31596,8.76E-05,9.91E-05,0.000146017,0.000106086,8.86E-05,0.000144954,0.000108438,5.02E-05,9.85E-05,4.84E-05
3.31471,8.72E-05,9.98E-05,0.000144562,0.000106005,8.97E-05,0.000143652,0.000104409,4.97E-05,9.84E-05,4.85E-05
3.31346,8.76E-05,0.000101455,0.000143813,0.000107024,9.29E-05,0.00014314,0.000100864,4.99E-05,9.74E-05,4.75E-05
3.31221,8.77E-05,0.000102955,0.000143238,0.00010885,9.73E-05,0.000142958,9.83E-05,5.13E-05,9.62E-05,4.59E-05
3.31095,8.73E-05,0.000103848,0.000142853,0.000111226,0.00010151,0.000142792,9.73E-05,5.37E-05,9.56E-05,4.40E-05
3.3097,8.69E-05,0.000104194,0.000142844,0.000113896,0.000104655,0.000142516,9.77E-05,5.68E-05,9.63E-05,4.24E-05
3.30845,8.72E-05,0.000104403,0.00014322,0.000116641,0.000106602,0.000142173,9.90E-05,5.97E-05,9.86E-05,4.13E-05
3.3072,8.83E-05,0.000104968,0.000143812,0.000119351,0.000107805,0.000141956,0.00010067,6.19E-05,0.000102148,4.11E-05
3.30595,9.02E-05,0.000106141,0.000144534,0.000122044,0.000108852,0.000142144,0.000102533,6.34E-05,0.000106452,4.16E-05
3.3047,9.23E-05,0.000107779,0.000145525,0.000124783,0.000110264,0.000142985,0.00010501,6.46E-05,0.000110992,4.27E-05
3.30344,9.40E-05,0.000109579,0.000147046,0.000127652,0.000112682,0.000144633,0.000108573,6.60E-05,0.00011567,4.37E-05
3.30219,9.57E-05,0.000111687,0.000149416,0.000130918,0.000117123,0.00014728,0.000113474,6.87E-05,0.000121275,4.49E-05
3.30094,9.84E-05,0.000115243,0.000153218,0.000135325,0.000125023,0.000151386,0.000119929,7.37E-05,0.000129611,4.73E-05
3.29969,0.000104512,0.000122402,0.000159579,0.000142252,0.000138066,0.000157756,0.000128622,8.23E-05,0.000143109,5.26E-05
3.29844,0.00011715,0.000135725,0.000170174,0.00015341,0.000157869,0.000167366,0.000140876,9.61E-05,0.000164134,6.30E-05
3.29719,0.000139588,0.000157374,0.000186765,0.000170003,0.000185418,0.000180988,0.000158122,0.000116017,0.000194092,8.08E-05
3.29593,0.000174183,0.000188489,0.00021042,0.000191664,0.000220086,0.000198679,0.000180857,0.000141775,0.000232208,0.000107101
3.29468,0.000220917,0.000228503,0.000240613,0.00021572,0.000258464,0.000219309,0.000207669,0.000170461,0.000274088,0.000140087
3.29343,0.000275464,0.000273748,0.00027429,0.000237323,0.000294028,0.000240498,0.000235062,0.000196243,0.000311175,0.00017356
3.29218,0.000327625,0.000315882,0.000305263,0.000250969,0.000319084,0.000259105,0.000258419,0.000212214,0.000333132,0.000198156
3.29093,0.000363122,0.000343259,0.000325523,0.000253357,0.00032901,0.000272084,0.000273716,0.000214585,0.000333845,0.000206364
3.28968,0.000371187,0.00034761,0.00032968,0.000246223,0.000325963,0.000277669,0.00027939,0.00020647,0.000317432,0.000198412
3.28842,0.000353854,0.000331925,0.000320119,0.00023665,0.000318658,0.000276847,0.000277925,0.00019753,0.000298312,0.000183692
3.28717,0.000327955,0.000311451,0.000307719,0.000233872,0.000318075,0.000274013,0.000276072,0.000199006,0.000293872,0.000176005
3.28592,0.000316543,0.000305683,0.000306339,0.000244388,0.000331832,0.000275382,0.000282299,0.000217611,0.000315008,0.000186347
3.28467,0.000336363,0.000327738,0.000325153,0.000268312,0.000360075,0.000285523,0.00030202,0.000251874,0.000360397,0.000217409
3.28342,0.000389514,0.000377623,0.000363625,0.000298664,0.00039443,0.000304434,0.000333788,0.000292103,0.000416213,0.00026131
3.28217,0.000461531,0.00044097,0.000410735,0.000323806,0.00042096,0.000327101,0.000369162,0.000323799,0.000460845,0.000301461
3.28091,0.00052562,0.000493484,0.000448523,0.000332481,0.000426863,0.000345531,0.000396187,0.000334002,0.000474145,0.000319711
3.27966,0.000553666,0.000511545,0.000459912,0.00031953,0.000407623,0.000352117,0.000404527,0.000318083,0.000448151,0.000306429
3.27841,0.000531104,0.000485277,0.000438038,0.000289091,0.000369785,0.000343152,0.000390122,0.000282703,0.000392482,0.000266705
3.27716,0.000466402,0.000425188,0.000391045,0.000252772,0.000327387,0.000321045,0.000357545,0.000242383,0.000329561,0.000217375
3.27591,0.000386774,0.000356477,0.000337937,0.000223922,0.000295015,0.00029378,0.000318586,0.00021201,0.000282682,0.000177336
3.27466,0.000322872,0.000305163,0.000298278,0.000211813,0.00028236,0.000271264,0.000287156,0.00020061,0.000265614,0.000159018
3.2734,0.000294335,0.000286812,0.000283604,0.00021894,0.000292232,0.00026072,0.000273171,0.000209405,0.000279601,0.000165851
3.27215,0.000304971,0.000303979,0.000295512,0.000241491,0.00032063,0.000263919,0.000278927,0.000232978,0.000316286,0.000193816
3.2709,0.000345599,0.000349105,0.000328314,0.000271244,0.000357667,0.000277456,0.000299475,0.000261324,0.000361934,0.000233247
3.26965,0.000398407,0.000407138,0.00037168,0.000297965,0.000390271,0.000294845,0.000325591,0.00028276,0.000401143,0.000270664
3.2684,0.000441506,0.000457834,0.000412199,0.000312706,0.000407514,0.000309013,0.000347322,0.000288576,0.000421192,0.000292815
3.26715,0.000456238,0.000481906,0.000436423,0.000312049,0.000406866,0.000314996,0.000357459,0.000278175,0.000417524,0.000293158
3.26589,0.000436565,0.000471585,0.000437061,0.000301652,0.000397564,0.000312768,0.000354932,0.000261404,0.000398664,0.000277748
3.26464,0.000395178,0.000439463,0.000419976,0.000296187,0.0003982,0.000308573,0.00034695,0.000255608,0.000387132,0.000266192
3.26339,0.000361478,0.000417545,0.000406431,0.000313659,0.00042824,0.000312623,0.000347655,0.000277751,0.000412521,0.000284579
3.26214,0.000370492,0.000443566,0.000425829,0.00036495,0.000496203,0.000333619,0.000372085,0.000334355,0.00049554,0.000350863
3.26089,0.000445189,0.00053883,0.000499089,0.000443737,0.00059024,0.000373318,0.000427282,0.000414028,0.000628957,0.000458744
3.25963,0.000577994,0.000687854,0.000619849,0.000524541,0.000679412,0.000424477,0.000505497,0.000488834,0.00076984,0.00057209
3.25838,0.000723724,0.000835494,0.000747412,0.00057423,0.000729767,0.000472987,0.00058466,0.000528198,0.000857488,0.000641102
3.25713,0.000818218,0.000914119,0.000824762,0.000572781,0.000726508,0.000503497,0.000637675,0.000518958,0.000853122,0.000635354
3.25588,0.000819446,0.000889875,0.000816822,0.000528614,0.000684558,0.000507292,0.000647192,0.000475907,0.000771648,0.000568248
3.25463,0.000740215,0.000790641,0.000739164,0.000474725,0.000638284,0.000488808,0.00061789,0.000432604,0.00067476,0.000489498
3.25338,0.000640994,0.000687641,0.000649162,0.000447437,0.000619583,0.00046507,0.000576339,0.000419597,0.000628994,0.0004511
3.25212,0.000588109,0.000646264,0.000606232,0.00046462,0.000641496,0.000456173,0.000555565,0.000447444,0.00066437,0.000475564
3.25087,0.000614151,0.000688344,0.000635847,0.00051842,0.000695536,0.000473046,0.000574588,0.000504507,0.000763017,0.000548259
3.24962,0.000707601,0.000789672,0.000721891,0.000583225,0.000758839,0.000511638,0.000628045,0.000565962,0.0008764,0.00063185
3.24837,0.000827235,0.000902036,0.000822895,0.000629683,0.000804225,0.000556484,0.000691493,0.000605362,0.000952027,0.000687212
3.24712,0.000922818,0.000976943,0.000893826,0.000636732,0.000810318,0.000589135,0.000735775,0.000604403,0.000954965,0.000688892
3.24587,0.000953064,0.000981308,0.000902749,0.00059893,0.000770312,0.000595535,0.000740406,0.000559889,0.000879988,0.000632921
3.24461,0.000901465,0.000907958,0.00084176,0.000527904,0.000695004,0.000570518,0.00070047,0.000485314,0.000752146,0.000536781
3.24336,0.00078494,0.000779348,0.000730342,0.000446672,0.000606848,0.000519868,0.000626843,0.000404291,0.000613878,0.000430271
3.24211,0.000645378,0.000637095,0.000605858,0.000378828,0.000529113,0.000458757,0.000541208,0.000339112,0.00050428,0.00034128
3.24086,0.000527052,0.000521054,0.000504595,0.000339113,0.000477866,0.000405135,0.000467094,0.000302488,0.000444196,0.000286047
3.23961,0.000457673,0.000454299,0.000447403,0.000330247,0.000458982,0.000371255,0.000420266,0.000295858,0.000434226,0.000267964
3.23836,0.000443935,0.000441318,0.000437592,0.000344868,0.000467514,0.00035942,0.000403664,0.000311035,0.000459683,0.000279502
3.2371,0.00047439,0.0004708,0.000464436,0.000369285,0.000489493,0.000363884,0.000409237,0.000333005,0.000495935,0.00030374
3.23585,0.000522747,0.000517631,0.000506092,0.00038899,0.000508885,0.00037513,0.000423535,0.000346137,0.000517047,0.000320248
3.2346,0.000557273,0.000551931,0.000536903,0.000395756,0.000516954,0.000383369,0.000433377,0.000342898,0.000509267,0.000316977
3.23335,0.000558737,0.000556693,0.000541528,0.000391645,0.000515922,0.000381936,0.000430832,0.000327695,0.000479213,0.000298239
3.2321,0.000532377,0.00053831,0.000524347,0.000385371,0.000513817,0.000370551,0.000416684,0.000311407,0.000446767,0.000279363
3.23085,0.000500229,0.00051762,0.000502931,0.000384333,0.000517053,0.00035543,0.000399495,0.00030237,0.000428887,0.000273268
3.22959,0.000482153,0.000511982,0.000492567,0.000390859,0.000528496,0.00034514,0.000389842,0.000303018,0.000430667,0.00028276
3.22834,0.000485592,0.000527769,0.000498064,0.000406214,0.000551773,0.000346183,0.000395263,0.00031409,0.000450463,0.000304984
3.22709,0.000511726,0.0005686,0.000518739,0.000437001,0.000596518,0.000362169,0.000420644,0.000340532,0.000491605,0.000342316
3.22584,0.00056956,0.000649522,0.00055941,0.000495704,0.000677365,0.000395304,0.0004716,0.000391947,0.000567765,0.000408311
3.22459,0.000683089,0.000801415,0.000636007,0.000591438,0.000802343,0.000446379,0.000554156,0.000474359,0.000692858,0.000519312
3.22334,0.000877951,0.001050783,0.000766407,0.000715015,0.000955574,0.000512268,0.000667975,0.00057732,0.000858137,0.000672398
3.22208,0.001146246,0.001376543,0.000945715,0.000830744,0.001091026,0.000582921,0.000797675,0.000668435,0.001015722,0.000827355
3.22083,0.001416687,0.001680912,0.001124667,0.00088815,0.001151758,0.000640552,0.000910319,0.000706558,0.001093414,0.000917603
3.21958,0.001573572,0.001824688,0.001221943,0.000852,0.001105213,0.000663623,0.000964884,0.000668374,0.001040901,0.000892315
3.21833,0.001530397,0.001721298,0.001176012,0.000727974,0.000964166,0.000636767,0.000932375,0.000565623,0.000869319,0.000755026
3.21708,0.001296593,0.001406047,0.000993782,0.000559879,0.000774829,0.000561761,0.000815166,0.000436178,0.000644424,0.000560748
3.21583,0.000969682,0.001008257,0.000746426,0.00040046,0.000586321,0.000459405,0.0006491,0.000318321,0.000439875,0.000375615
3.21457,0.000662553,0.000657123,0.000516971,0.000282395,0.000428941,0.000358238,0.000483306,0.000231957,0.000295814,0.000239049
3.21332,0.000438871,0.000413636,0.000352298,0.00021092,0.000312234,0.000279201,0.000353579,0.000178099,0.000213312,0.000156275
3.21207,0.0003038,0.00027235,0.000255599,0.000175297,0.00023418,0.000228781,0.000270415,0.00014898,0.000174589,0.000114126
3.21082,0.000233206,0.000201203,0.000208043,0.000163146,0.000189687,0.000202885,0.000226034,0.000136953,0.000162901,9.84E-05
3.20957,0.000202617,0.000173317,0.000190782,0.000167206,0.00017414,0.000194261,0.000208007,0.000137622,0.000169727,0.000101373
3.20832,0.000198628,0.000176028,0.000193752,0.000184378,0.000182931,0.000196919,0.000207337,0.000148667,0.000192167,0.000120276
3.20706,0.000216803,0.000205481,0.000213958,0.000211308,0.000209072,0.00020673,0.000218818,0.000166969,0.000226797,0.000152233
3.20581,0.000253793,0.000256485,0.000249008,0.000240807,0.000241424,0.000220325,0.000237918,0.000186432,0.000264585,0.000189168
3.20456,0.000299353,0.000314223,0.000290499,0.000262254,0.000266506,0.000234043,0.000258426,0.000198874,0.000291159,0.000217405
3.20331,0.000334797,0.000354938,0.000322741,0.000266576,0.000274282,0.000243732,0.000272719,0.000198288,0.00029415,0.000224135
3.20206,0.00034191,0.00035853,0.000330381,0.000252282,0.000263628,0.000245862,0.000274528,0.000185182,0.000272461,0.000206488
3.20081,0.000316153,0.000323542,0.000309787,0.000226977,0.000242278,0.000239498,0.000262506,0.000166656,0.000238401,0.000174525
3.19955,0.000270964,0.000269229,0.000272874,0.000202368,0.000220921,0.000227378,0.000241708,0.000151624,0.0002095,0.000144484
3.1983,0.000227913,0.000221508,0.000238549,0.00018673,0.000206395,0.000214509,0.000220906,0.00014509,0.000196749,0.000128062
3.19705,0.000201833,0.000195778,0.000219526,0.000180835,0.000198842,0.00020506,0.0002072,0.000145788,0.00019875,0.000126391
3.1958,0.000193431,0.000190294,0.00021564,0.000179627,0.000193876,0.000200104,0.000202163,0.000148265,0.000205156,0.000132017
3.19455,0.000192995,0.000192201,0.00021728,0.00017727,0.000187193,0.000197803,0.000202244,0.00014734,0.000205541,0.000135895
3.1933,0.000189875,0.000189027,0.000214418,0.000171454,0.000177966,0.000195427,0.000202359,0.000141625,0.000196741,0.000133798
3.19204,0.000180143,0.000177038,0.000204055,0.000164211,0.000168867,0.000191435,0.000199534,0.000133776,0.000183734,0.000127987
3.19079,0.000167758,0.000161601,0.000191152,0.000159329,0.000163308,0.000186245,0.000194235,0.000127728,0.000174337,0.000123784
3.18954,0.000159736,0.000150977,0.000183351,0.00015882,0.000162355,0.000181446,0.000188955,0.000125368,0.00017252,0.000124248
3.18829,0.000159769,0.000149205,0.000184322,0.000161201,0.000163661,0.00017835,0.000185663,0.000125208,0.000175466,0.000127123
3.18704,0.000164966,0.000153158,0.000190847,0.000162699,0.000163223,0.000177012,0.00018417,0.000123823,0.000176175,0.000126467
3.18579,0.000167959,0.000155343,0.000195479,0.000160233,0.000158523,0.000176263,0.000182361,0.000118787,0.000169333,0.000117759
3.18453,0.000162867,0.000150145,0.000192507,0.000153778,0.000150375,0.000174608,0.000177886,0.000110626,0.00015562,0.000102084
3.18328,0.000150155,0.000138374,0.000182314,0.000146218,0.000141985,0.000171383,0.000170132,0.000102223,0.000140827,8.55E-05
3.18203,0.000135971,0.000126136,0.000170474,0.000140948,0.000136287,0.000167248,0.000160954,9.64E-05,0.00013086,7.43E-05
3.18078,0.000126812,0.000119409,0.00016282,0.000139333,0.000133889,0.000163543,0.000153315,9.41E-05,0.000127274,7.04E-05
3.17953,0.000124681,0.000119472,0.000161104,0.000139978,0.000132977,0.00016112,0.000148987,9.37E-05,0.00012678,7.01E-05
3.17828,0.000126393,0.00012266,0.000162461,0.000140046,0.000130938,0.000159728,0.000147441,9.30E-05,0.00012442,6.83E-05
3.17702,0.00012669,0.000123824,0.000162377,0.000137362,0.000126305,0.000158342,0.000146662,9.08E-05,0.000117517,6.19E-05
3.17577,0.000122239,0.000120303,0.000158354,0.000131726,0.000119584,0.000156025,0.000144789,8.75E-05,0.000107314,5.21E-05
3.17452,0.000113545,0.000113252,0.000151354,0.000124698,0.000112518,0.000152643,0.000141177,8.40E-05,9.73E-05,4.27E-05
3.17327,0.000103697,0.000105697,0.000144212,0.000118328,0.000106625,0.000148904,0.00013641,8.14E-05,9.04E-05,3.66E-05
3.17202,9.56E-05,9.97E-05,0.000139013,0.000113953,0.000102303,0.000145747,0.000131578,7.96E-05,8.71E-05,3.45E-05
3.17077,9.05E-05,9.52E-05,0.000135879,0.000111721,9.91E-05,0.000143621,0.000127517,7.81E-05,8.61E-05,3.48E-05
3.16951,8.81E-05,9.12E-05,0.000133658,0.000110844,9.64E-05,0.000142253,0.000124469,7.67E-05,8.59E-05,3.60E-05
3.16826,8.73E-05,8.71E-05,0.000131266,0.000110288,9.41E-05,0.000140999,0.000122178,7.56E-05,8.57E-05,3.70E-05
3.16701,8.76E-05,8.33E-05,0.000128378,0.00010948,9.27E-05,0.000139386,0.000120253,7.51E-05,8.51E-05,3.76E-05
3.16576,8.83E-05,8.07E-05,0.000125201,0.000108543,9.23E-05,0.00013739,0.000118513,7.52E-05,8.41E-05,3.76E-05
3.16451,8.88E-05,7.97E-05,0.000122005,0.000107951,9.31E-05,0.000135353,0.000117078,7.57E-05,8.25E-05,3.71E-05
3.16326,8.88E-05,8.04E-05,0.00011904,0.000108046,9.44E-05,0.000133744,0.000116184,7.61E-05,8.08E-05,3.64E-05
3.162,8.83E-05,8.18E-05,0.000116705,0.000108849,9.56E-05,0.000132945,0.000116014,7.62E-05,7.94E-05,3.61E-05
3.16075,8.78E-05,8.34E-05,0.000115516,0.000110176,9.65E-05,0.000133126,0.000116655,7.59E-05,7.91E-05,3.69E-05
3.1595,8.83E-05,8.49E-05,0.000115838,0.000111806,9.71E-05,0.000134197,0.000118085,7.58E-05,8.02E-05,3.91E-05
3.15825,9.05E-05,8.67E-05,0.00011772,0.000113574,9.80E-05,0.000135837,0.000120105,7.60E-05,8.28E-05,4.27E-05
3.157,9.44E-05,8.94E-05,0.000120916,0.000115393,1.00E-04,0.000137618,0.000122418,7.72E-05,8.65E-05,4.75E-05
3.15575,9.93E-05,9.28E-05,0.000124893,0.000117256,0.000103305,0.00013921,0.00012487,7.92E-05,9.08E-05,5.32E-05
3.15449,0.00010418,9.66E-05,0.0001289,0.000119202,0.000107803,0.000140543,0.000127563,8.18E-05,9.55E-05,5.94E-05
3.15324,0.000108225,9.99E-05,0.000132295,0.000121197,0.000112873,0.000141766,0.000130584,8.43E-05,0.000100324,6.57E-05
3.15199,0.000111391,0.000102377,0.000134938,0.000123035,0.000117652,0.000142999,0.000133616,8.63E-05,0.000104809,7.12E-05
3.15074,0.000114253,0.000103817,0.00013714,0.000124357,0.00012125,0.00014415,0.000135955,8.75E-05,0.000108113,7.53E-05
3.14949,0.000117122,0.000104472,0.000139155,0.000124845,0.000123096,0.000145023,0.000136941,8.78E-05,0.000109293,7.77E-05
3.14824,0.00011948,0.000104659,0.000140821,0.000124491,0.000123236,0.000145529,0.000136384,8.77E-05,0.000108113,7.85E-05
3.14698,0.000120433,0.000104707,0.000141862,0.000123752,0.000122335,0.000145749,0.000134623,8.74E-05,0.000105594,7.82E-05
3.14573,0.000119671,0.000105052,0.000142455,0.000123371,0.000121288,0.000145838,0.000132339,8.76E-05,0.000103646,7.74E-05
3.14448,0.000117916,0.000106214,0.000143319,0.000123903,0.000120651,0.000145965,0.000130362,8.80E-05,0.000103914,7.65E-05
3.14323,0.000116345,0.000108364,0.000145071,0.000125309,0.000120382,0.000146291,0.000129454,8.84E-05,0.000106789,7.57E-05
3.14198,0.000115535,0.000110862,0.000147476,0.000127023,0.000120147,0.000146883,0.000130025,8.82E-05,0.000111351,7.52E-05
3.14072,0.000115017,0.000112496,0.000149469,0.000128499,0.000119912,0.000147642,0.000131916,8.77E-05,0.000116155,7.51E-05
3.13947,0.000114018,0.00011252,0.000150172,0.000129738,0.000120136,0.000148388,0.000134471,8.75E-05,0.00012019,7.53E-05
3.13822,0.000112599,0.00011149,0.00014998,0.000131259,0.00012132,0.000149046,0.00013695,8.85E-05,0.000123381,7.59E-05
3.13697,0.000111773,0.00011083,0.000150487,0.000133493,0.000123361,0.000149691,0.000139004,9.08E-05,0.000126318,7.69E-05
3.13572,0.000112342,0.00011143,0.000153049,0.00013612,0.000125365,0.000150372,0.000140764,9.32E-05,0.000129367,7.80E-05
3.13447,0.000113703,0.000112672,0.000157272,0.000138055,0.00012617,0.000150902,0.000142422,9.40E-05,0.000131945,7.85E-05
3.13321,0.000114051,0.00011298,0.000160977,0.000138206,0.000125192,0.000150908,0.00014375,9.25E-05,0.000132746,7.78E-05
3.13196,0.000111986,0.000111358,0.000161864,0.000136382,0.000122892,0.000150179,0.000144137,8.94E-05,0.000130885,7.56E-05
3.13071,0.000107933,0.000108319,0.000159376,0.000133522,0.000120448,0.000148992,0.000143198,8.62E-05,0.000126892,7.30E-05
3.12946,0.000103967,0.000105361,0.000155051,0.000131085,0.000118908,0.000148064,0.000141339,8.47E-05,0.000122592,7.14E-05
3.12821,0.00010228,0.000103788,0.000151284,0.000130185,0.000118508,0.000148093,0.000139663,8.53E-05,0.000120015,7.15E-05
3.12696,0.000103769,0.000103987,0.000149828,0.00013108,0.000118598,0.000149267,0.000139255,8.78E-05,0.000120309,7.31E-05
3.1257,0.000107615,0.000105349,0.000150997,0.000133108,0.00011813,0.000151097,0.000140484,9.09E-05,0.000123167,7.48E-05
3.12445,0.000111735,0.000106551,0.000153642,0.000134996,0.00011637,0.000152692,0.000142823,9.34E-05,0.000126848,7.53E-05
3.1232,0.000113805,0.000106193,0.000155808,0.000135512,0.000113389,0.000153254,0.000145186,9.46E-05,0.000128941,7.38E-05
3.12195,0.00011258,0.000103658,0.000155928,0.000134241,0.000110017,0.000152488,0.000146502,9.46E-05,0.000127841,7.10E-05
3.1207,0.000108712,9.96E-05,0.000153819,0.000131861,0.000107304,0.000150686,0.000146267,9.42E-05,0.000123995,6.85E-05
3.11945,0.000104332,9.54E-05,0.000150636,0.000129624,0.000105884,0.000148472,0.000144852,9.45E-05,0.00011972,6.79E-05
3.11819,0.000101692,9.25E-05,0.000147975,0.00012847,0.000105731,0.00014648,0.000143346,9.56E-05,0.000117601,6.99E-05
3.11694,0.00010193,9.20E-05,0.000146931,0.000128544,0.000106457,0.000145176,0.000142968,9.75E-05,0.000118739,7.37E-05
3.11569,0.000104641,9.35E-05,0.000147632,0.00012935,0.000107852,0.00014482,0.000144389,9.94E-05,0.000122205,7.79E-05
3.11444,0.000108287,9.63E-05,0.000149323,0.000130271,0.000110175,0.000145439,0.000147379,0.000100458,0.000125946,8.09E-05
3.11319,0.000111252,9.91E-05,0.000150995,0.000131033,0.00011385,0.000146809,0.000150981,0.000100648,0.000128329,8.18E-05
3.11194,0.00011292,0.000101514,0.000152216,0.000131819,0.000118847,0.000148561,0.000154047,0.000100442,0.000129125,8.09E-05
3.11068,0.000113897,0.00010384,0.00015338,0.000132979,0.000124375,0.000150356,0.000155831,0.000100516,0.000129273,7.91E-05
3.10943,0.000115175,0.000106344,0.000155153,0.000134602,0.000129256,0.000151985,0.000156264,0.00010117,0.000129866,7.76E-05
3.10818,0.000117161,0.000108899,0.000157806,0.000136331,0.000132602,0.000153335,0.000155789,0.000102149,0.000131318,7.71E-05
3.10693,0.000119405,0.0001112,0.000161057,0.000137557,0.000134139,0.000154276,0.000154958,0.000102883,0.000133265,7.83E-05
3.10568,0.000121,0.000112998,0.000164288,0.000137803,0.000134082,0.000154594,0.000154052,0.000102873,0.000134911,8.10E-05
3.10443,0.000121159,0.000114068,0.000166789,0.000137006,0.000132875,0.000154055,0.000152975,0.00010202,0.000135462,8.45E-05
3.10317,0.000119699,0.000114351,0.000167994,0.000135545,0.000131009,0.000152572,0.000151414,0.000100683,0.000134571,8.78E-05
3.10192,0.000117221,0.000114219,0.000167702,0.000133983,0.000128841,0.000150329,0.000149153,9.94E-05,0.000132593,9.04E-05
3.10067,0.0001147,0.000114165,0.000166076,0.000132672,0.000126433,0.000147686,0.000146334,9.82E-05,0.000130348,9.19E-05
