ppm,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50
1.046548016,7.024030231,14.08587426,10.00169478,9.102241789,11.15801267,10.23670663,10.46418332,10.80381574,15.04996456,11.71512793,6.83871581,8.116928658,9.710034277,7.079648825,12.18566075,10.7308646,11.82762855,8.504689366,14.14261861,9.400175801,10.37885604,7.528577406,15.60950043,7.935927205,12.43813977,12.84896383,8.909024067,9.200550212,15.30658182,9.958322096,8.07429041,12.80917467,13.72587096,8.600951939,11.90717339,11.22810144,13.69361451,9.115912761,7.369353487,7.445180849,11.35935981,9.513901853,11.82048487,10.77105938,12.53040882,9.936009898,7.887800057,9.60036157,8.345941039,10.09059736
1.047715042,5.698661824,11.45212581,7.473999543,7.834954436,9.196843699,8.291387462,8.012015197,8.083415513,12.31294965,9.010785083,4.662663011,5.915092423,7.353249319,5.648314864,9.99596875,8.398669309,9.372966741,5.912388079,10.8115673,7.396604157,9.037955265,5.449176443,12.27938235,6.469186252,9.927669989,10.44646215,6.503831758,7.607939864,12.45886575,6.984307123,6.153279673,10.68903314,10.67536322,6.474286671,9.591077654,9.073396645,10.89327837,6.954956652,5.753738413,5.515606581,10.46972722,7.117529697,9.360553635,8.342769526,10.58950581,7.916476495,5.90144226,8.022668688,6.573970088,8.362383352
1.048882067,5.349500941,9.420850762,6.319075913,7.191664013,8.076054121,6.101388723,6.462235921,7.000964753,9.802246616,7.998662166,4.420456843,4.993352064,6.396486185,4.796146634,8.452400063,7.622088598,7.060380424,4.794852713,8.647514695,5.816724113,6.596946386,4.260930096,9.616675669,4.847123806,8.611933341,8.334564143,5.497683045,5.904289561,10.5139153,6.532170151,4.998576413,8.721255333,8.765042317,4.847191033,7.645087349,7.549493732,8.469937126,5.99500182,5.397093641,5.013919598,8.813421276,6.483958017,8.20140717,7.14346381,8.841805305,5.686605063,4.654398713,6.295026119,5.837390458,6.142010603
1.050049093,4.762283626,7.94360623,5.432229376,6.31395764,6.511755929,4.805126102,5.325074707,5.63929563,8.598544867,6.479606245,3.978308899,4.000653149,4.694686136,4.39894995,7.055390293,6.37970019,6.275674782,3.980857685,7.739101159,4.617537898,5.444423412,3.88629401,8.371370795,4.137479203,6.768101563,6.750811456,5.658095657,4.722960376,9.104713612,5.66784347,4.252911441,7.009107065,7.164280233,4.228439589,6.692493402,5.95375929,7.248483208,5.118867614,4.500679758,4.096405877,8.024310125,5.62844414,6.874511789,6.13421417,7.267910118,4.567343486,4.001133405,4.645247029,5.180377407,5.32766812
1.051216119,4.017979932,6.8018694,3.543916434,5.294755428,5.976875477,5.327469476,4.23588323,5.171406085,7.23049616,5.450282101,3.864212004,3.006941763,3.659921203,4.218907399,6.859339815,5.866004934,5.079383271,3.119633689,6.541905396,3.790558192,4.476846292,3.488952738,6.877329025,3.731630572,5.878744421,6.313091494,5.349987063,3.515376552,8.13594495,4.730175583,3.563681962,5.855317347,6.408004963,3.89444911,5.636190858,4.711920743,6.194034998,4.458368924,3.942931106,3.148824177,6.652497523,4.644365019,6.062844671,5.287378235,6.589984295,3.880863913,3.187438041,3.785516018,4.643311988,4.328321288
1.052383144,3.746104078,5.867259711,3.315347169,4.795818468,4.991930311,5.433145699,3.446253631,4.123825135,6.854475818,5.064533967,3.953112667,1.937895539,3.664429955,4.487519,5.719734559,4.877398747,4.099749977,1.633468227,5.277555696,3.611617301,3.778876347,2.884570195,5.536766944,2.876994306,4.823002077,6.053486329,4.836052628,3.177778425,7.916227584,3.951569663,4.127867521,5.114488046,5.709842454,2.636673955,5.374141631,4.658948948,5.524726686,3.975424995,3.724193729,2.101012807,6.306501061,4.361456458,5.425481065,4.261570782,5.396587507,3.125967319,2.319520906,2.853062597,4.944636268,4.485656326
1.05355017,3.691128512,5.313757321,2.614977931,3.885391628,4.354417257,4.397293784,2.388216627,3.974382439,5.434781208,3.88433227,4.216772319,1.451033142,2.988077673,4.697995608,5.248574773,3.617449249,3.273640925,1.265247331,4.682579589,2.962415671,3.343369041,2.605359055,5.64823082,2.877694873,4.916426406,5.173055282,4.899892216,1.737340164,6.65683651,3.159631794,3.34342199,4.335111088,5.110006223,2.405509221,5.01806874,3.797793652,4.565716909,3.945488747,4.05785819,2.057501343,5.603164245,4.022293914,4.39104422,4.596328681,4.055775496,2.343198198,1.301760246,2.567821404,5.123773042,4.337843048
1.054717196,3.37679168,4.489418925,2.710876974,3.198675772,4.11360743,4.426053339,2.369546513,3.388639117,5.001462707,3.754056596,3.19221435,1.008481093,2.920618584,4.124664035,4.697609254,3.364065373,3.559730154,1.125381716,3.931476083,2.578143474,2.73095952,2.403274926,4.534342629,2.786384137,3.917394054,4.352656546,4.832479539,1.676184461,6.079254373,3.774786225,3.411292376,4.139625499,3.692287118,2.435977666,4.330461075,3.886132335,3.510356848,3.538155545,4.022560282,2.154960904,4.683123815,3.469404089,3.564959194,4.08186624,3.048318267,2.268267751,0.661153272,2.618735849,4.558302601,4.402292631
1.055884221,3.01713749,4.632600298,2.26689199,2.972209031,3.779664035,4.798289857,1.821768851,3.270121077,4.525739222,3.722331375,2.819755372,0.781832634,2.422295215,4.128856486,4.348035096,3.426421728,2.30710448,1.657194523,3.77278355,2.256224516,2.505321756,1.871917774,3.850581839,2.723699002,3.258237732,4.129272961,5.076972314,1.636073085,5.228885954,3.021894038,3.127686683,3.53626543,3.483353085,2.312595594,3.141720147,4.045233434,2.918997689,2.612332739,3.334057155,1.782563503,3.45208609,2.583256621,3.719496079,3.925336692,2.788150088,2.177289711,0.483715231,2.814619375,3.751748389,4.048532994
1.057051247,3.263876753,4.689832439,2.16583418,2.857740868,3.773820655,4.518757757,1.965227708,2.282178749,4.763691097,3.755139775,2.551387852,1.024959956,1.98389076,4.46035725,3.769965675,3.566086709,2.262280064,1.988037663,3.299231836,1.860776192,1.083927839,2.035561738,3.178605087,2.778879355,3.22855279,4.564034865,4.505475358,1.756135616,4.98797936,2.843542416,3.256049715,3.757153078,2.674510598,2.181092339,3.128477326,4.153500893,3.288454147,1.536937199,4.056586163,2.056570453,2.36887708,2.041511161,3.574364782,3.676324772,2.319029262,1.893922163,0.182713849,3.136840818,4.585135659,4.206458239
1.058218273,3.254206229,3.983202332,1.678446981,3.180604551,3.081140784,4.402966789,2.273048476,2.675188704,4.164535637,2.548578886,2.002067228,0.903948959,2.161688859,4.350304397,3.479076799,3.356732645,2.088544188,2.244378306,3.470887584,1.649532494,1.098587269,2.205553592,2.495033692,2.757038696,3.209878212,3.598494835,4.374713116,1.646990304,4.254643782,2.624636988,2.560157488,3.261159129,2.666917429,2.27970188,2.673841538,3.909063714,3.388942058,1.656443902,3.222468639,1.634969755,2.332577477,1.634074167,2.656304086,4.253860388,2.410532216,1.559046834,-0.048635318,2.761615809,3.831447162,4.378162138
1.059385298,3.000480863,3.882205206,1.599658008,3.051347687,3.097511954,3.748270655,1.959716006,2.56002359,4.432914479,2.799321998,1.487371097,1.502079532,2.175877864,3.668526759,2.994012723,3.257316949,1.890116646,2.716701074,3.620436592,2.490301962,0.989398513,2.727634786,2.149601531,2.804926138,2.445861198,3.578012799,4.098202513,2.080294815,4.326846145,2.276287648,2.13010784,3.768513755,2.886746773,1.933105938,2.22299084,3.506286895,3.401853755,1.461551051,2.936326173,2.02360402,1.822732917,1.763336962,2.188843334,3.487675729,2.153265022,1.754376951,0.05643804,2.006095953,2.888845829,3.985087748
1.060552324,3.113261833,4.533634475,1.724505815,3.447676897,2.839425146,3.250279232,1.972303789,2.12017016,3.769134445,1.414615754,1.636082651,1.487215168,2.978143519,3.688437675,3.36058534,2.816650848,1.964127833,2.577988479,3.207457336,3.124283661,0.455717394,2.878133085,2.56275116,2.03793356,2.329261425,3.396241588,3.019361555,2.169131725,3.306221376,1.794544241,1.346284014,3.912915449,2.173314899,1.014869971,1.18280806,3.089844406,3.669563251,1.139871605,2.24280579,1.252548661,1.68026138,2.107818776,1.304275018,2.713156513,1.144209572,0.674882817,1.059097377,1.628654951,2.481037879,3.702667836
1.06171935,2.708665247,4.521205066,1.237503096,3.141822067,2.410654038,3.421034076,1.333812573,2.196466749,3.757954013,1.231720389,1.239815315,1.406655258,3.54026364,4.304334102,2.981794054,3.467178116,1.752987846,2.407350141,2.647421432,3.64389035,0.292887748,2.418023113,2.561941806,1.993095926,2.423063142,3.692025017,2.690186796,2.490824127,2.94954188,1.927903751,1.668887874,3.381761968,2.642026854,1.416035297,1.380525572,3.178992132,4.119630092,1.461247782,1.432017784,1.271245644,1.849922978,2.608541148,0.766027298,1.974821317,1.018175668,0.044987001,1.355236921,1.458172725,2.496602397,4.522185128
1.062886375,2.805708007,4.424789081,1.375268707,3.115752782,2.96204234,3.845461389,0.914178889,2.277718798,4.26538187,0.999257798,1.435438763,1.493815077,2.444262711,3.642478283,3.05612194,3.072708831,2.050267598,2.101609589,2.564400163,3.797013622,0.148775199,2.740525115,2.26458056,2.006859662,2.815028689,2.636907156,1.960699413,2.624793387,2.16457059,1.907387552,0.900096354,4.26044994,2.238044369,2.138486092,0.939369611,2.792157611,3.054988677,1.275075806,0.918231771,0.753766936,1.00115809,3.130609896,1.068936297,1.47587799,0.354046328,-0.665289867,0.949043202,1.475082038,3.14401744,5.025480815
1.064053401,2.367573947,3.800464463,1.353382951,2.65717382,3.750527904,3.475497419,1.558437733,3.013908104,4.46393502,0.623487546,0.794032001,1.414425824,2.142619892,4.209379493,3.083154812,2.579033877,1.657005925,1.601427229,2.601393712,3.761326655,0.098970307,2.953819728,2.26416987,1.486273432,2.670347863,2.044265881,1.950702563,3.052536355,2.190269988,1.547694686,0.483959646,4.010503497,3.241762238,1.902853706,1.977622067,2.478507181,3.411337514,0.996560108,0.986360385,0.483137764,1.145526329,3.302551057,1.141590439,1.665907791,0.011622537,-0.143630428,1.251357006,1.403161827,4.085332077,4.757404882
1.065220427,2.149769499,2.95586923,1.646918298,1.808025656,4.216066601,3.999235222,1.752094813,2.455130557,3.406073268,0.100404958,0.697131953,0.999534754,2.549880171,4.052075012,2.316149827,1.962462007,1.453376465,1.733553849,2.75123472,4.64228818,0.126572317,2.765572251,1.422779702,1.924279428,2.119888761,2.734235911,1.279348445,2.534225438,2.616250182,0.508339708,0.477258254,2.940830458,2.757741141,2.52417685,1.43737321,2.385287663,2.791998663,0.533379982,1.204188235,0.321094231,0.635565159,3.288966432,1.190003016,1.879094262,-0.467972215,0.005752308,0.132836197,1.560662899,3.582589289,4.309334163
1.066387452,1.448184397,3.584737789,1.065348998,1.448916319,3.935515664,4.167606469,1.902544198,2.47213732,2.673528804,-0.151411855,0.006197552,2.383698189,2.659897974,4.845847433,1.765869928,1.593016821,1.096415813,1.508627427,3.110010239,5.004187458,0.395766175,1.945198608,1.085926128,1.990883043,2.758868903,2.969563979,0.977716938,1.633739617,2.769320745,-0.228213573,0.375248151,2.966937319,2.278073909,2.104988422,1.403466242,2.012334472,1.979577455,1.102152856,1.040502049,0.316265524,0.944147553,2.660553793,1.331013207,1.446966649,0.205111134,-1.068927625,-0.078196075,1.043504045,4.401361306,4.845494954
1.067554478,0.750089175,3.707799594,1.253794421,2.251352289,2.774395279,3.115714281,1.690567085,2.025663401,1.893157518,0.623318912,-0.289621085,2.464775107,1.790862801,5.017236185,1.583301044,1.747467044,1.508431132,1.904585077,2.460080639,4.96906558,0.992662543,1.495068031,1.091239723,1.317578755,0.89183245,2.710285621,1.931439946,1.070760596,2.47918648,-0.398130716,0.375788604,3.150696258,2.258875578,1.909054299,0.921933011,2.112871293,1.609038492,1.941953356,1.429001941,0.61916627,1.078340236,3.049321167,1.338343139,0.895752469,0.088503996,-1.399082475,-0.411787118,0.985844797,3.777963304,5.118715873
1.068721504,0.085502792,3.411099576,1.564447624,1.963183081,2.834797316,2.6778016,1.144716736,2.194668392,2.266199445,1.387468377,0.54038454,2.561224116,2.212539621,4.48925944,1.618726792,1.802936301,2.112905154,2.509089546,1.685050174,4.467388568,0.850700954,0.856366123,0.715170358,1.896223203,1.163825467,2.769038899,1.971982636,1.412014926,2.323505642,0.193039963,-0.757267849,2.689182698,2.436626748,1.589183756,1.393009926,2.203371001,2.0108667,2.446810848,0.579091113,0.530607196,1.126074889,2.988506056,0.866052119,0.883049333,0.597536963,-0.95281161,-0.123028684,1.030744801,3.184638725,4.17339749
1.06988853,0.056878824,4.083899402,1.992192974,1.807854318,2.396298567,2.613669899,0.838428692,2.785891576,2.127263036,1.451250065,0.835551494,2.278407105,1.710327124,3.878185774,1.359294941,1.87884836,2.503673091,2.802323179,1.615993305,4.110077379,1.017413101,1.025313301,1.158887826,2.231145187,1.810883416,2.585655815,1.755282184,2.210169263,3.029763657,1.056912642,0.08806626,2.593655141,2.868870914,0.544550631,1.549811903,0.919611064,1.81508103,2.463399287,1.105149066,1.043224756,1.602260614,3.468061016,0.997482096,1.2155058,0.830442243,-0.705467336,0.290763311,0.942640221,3.545866902,3.552915865
1.071055555,-0.146030245,3.637912896,1.640880117,2.094036507,1.851860707,3.610289679,1.18491524,2.745430275,3.011526385,1.405155386,0.667262101,1.950870429,1.240349031,3.445040082,0.764423301,2.191055475,2.629341468,3.180910466,1.299900589,3.831428997,-0.188485844,0.367801967,1.223396242,2.368634668,2.570926005,2.895035269,2.093801523,2.787813836,3.244304516,0.941396121,0.127528299,2.297108064,3.025625478,0.172642638,2.000798137,0.997280732,2.301357252,2.990735927,1.489669444,0.842913691,1.602856117,3.330089777,0.514860581,0.620699315,1.226996694,-0.486717422,1.117018233,0.917706339,3.424426677,3.85285262
1.072222581,0.657020986,3.363290456,1.340338348,2.005682825,1.457437488,3.493368896,1.272806885,2.852766277,2.660209112,0.824245065,0.914835682,2.109221491,1.501165817,3.238146038,0.908237223,3.079863848,2.313839533,3.436400834,1.379558268,3.441263511,0.256109544,0.645877671,0.975232687,3.002665777,2.095373475,3.201460244,1.831708837,1.932887481,3.277563474,1.112555591,0.3273011,2.189816119,2.992716601,0.135444194,2.140864639,0.77291667,2.140938977,3.035982566,1.197405129,1.133595359,1.937976641,2.912483819,1.124602738,0.698909664,1.037794059,-0.548584045,0.672674487,0.841984396,3.496656404,3.792193963
1.073389607,0.622948713,2.783769141,0.977807785,2.277087163,1.143633669,3.793075825,0.427650781,3.420954523,2.421834556,0.203517804,0.462548589,1.056029136,1.379773508,3.058721711,1.368479221,3.371213653,2.506054584,2.5895038,1.411727126,3.643623668,1.1341688,1.227270047,0.321672753,2.877488721,2.712706929,3.019548027,1.426809467,1.651853565,2.901127672,1.962510111,-0.141860875,1.649421291,2.741826901,0.504175029,2.026929732,1.275089162,2.077624911,2.354195551,1.310323745,0.945734357,1.940937129,2.698848578,1.456316698,1.204224284,1.059887177,-0.860356037,0.906448859,0.814756377,3.347417929,3.657165496
1.074556632,0.742991943,3.288698328,0.981212416,2.2632934,1.618899248,2.855082124,0.691290586,3.32529205,2.665228544,0.972396885,0.517499801,0.85953324,1.29425419,2.626052461,1.578839108,2.896252033,3.271793857,2.05724539,1.928869226,3.13522474,1.699685989,1.526207416,1.022000606,3.543157186,2.879108917,3.37359656,1.031341697,2.170381728,3.045339712,1.884361469,0.513640687,1.949029251,2.572639254,0.47004549,1.75715553,1.281752629,1.760616267,1.583423486,0.379262593,0.817525848,2.089298879,3.572488181,0.984445053,0.827536096,0.824662491,-0.702214958,1.443549194,1.009057361,3.634748635,3.133246884
1.075723658,0.947202207,2.952155491,1.831014869,1.376363117,1.928120233,3.003161159,0.797501924,2.391283768,2.140075414,1.306749102,0.448812103,1.1913902,1.323766904,2.493423928,1.548745478,2.01720583,3.368807515,2.138234646,1.654793678,2.684079828,1.54807803,2.015123159,1.075883747,3.675430843,2.724028048,2.056603183,0.55786987,1.349795264,3.504244651,1.675135706,0.649308678,1.334760067,2.472175087,0.879690532,1.666152374,1.530917573,1.970853132,1.819163515,0.215782029,0.244932767,1.788592395,3.821824205,0.794060301,-0.487666993,0.650300406,-0.233029081,0.922735215,1.378710624,3.329210768,2.885059099
1.076890684,0.899806139,2.308381963,1.835228383,1.973637342,1.594803897,2.792305521,0.918565798,1.80733463,3.157291975,1.529388994,1.051908786,0.742121443,0.708392181,2.569871666,1.159081804,2.132722323,3.258015082,2.248522324,1.62456312,2.840304635,2.407823447,1.789801468,1.123838933,2.962741836,3.334416582,1.724465413,1.207628167,1.481830863,3.356262523,1.911386914,0.542135893,1.132239144,3.010723361,0.93624258,1.930773301,2.382926552,1.792250478,1.849861569,0.8593901,-0.195432678,1.111598533,3.69204853,0.333075348,-0.331006186,0.381594139,-0.000962696,1.068354716,1.572274038,3.570528742,2.511112109
1.078057709,0.858845857,2.39057849,1.257829585,2.086977145,0.739080865,3.7897115,0.632278941,2.341520282,2.948356351,1.314901507,0.935480575,0.884918054,0.713467344,1.669570619,1.085269332,2.318153854,3.220454579,2.510329143,1.508691976,3.071293919,2.368434884,1.895176925,1.56921198,2.481572612,3.447103121,1.011388663,0.956084956,1.424375902,3.790046603,1.975838037,0.416056613,1.758934069,3.355451978,0.335131434,1.492084736,2.400817454,0.68165901,1.469979081,0.931333362,-0.279910891,1.289350377,3.455946065,0.616246236,-0.578219783,0.199498184,-0.240920295,1.219505741,1.352645261,3.781525963,2.568674127
1.079224735,1.564927611,2.026920398,1.35656008,1.279628246,0.448043455,3.767121151,0.322622384,2.523006359,3.225825839,1.054842117,0.981678541,0.958124825,0.055920419,1.860031553,1.730061659,2.090523129,3.591393324,2.895559442,0.957352875,2.21747828,2.393581086,2.026236371,1.344776094,2.456949368,2.470036476,0.603701923,0.459142305,0.987849112,4.233317209,2.523869763,0.583705803,1.498504011,2.902080832,0.097009641,0.500723648,2.526340461,0.39652687,2.203554603,0.637727121,0.332964643,0.658337355,2.687485971,0.984435664,-0.493010108,-0.071144824,0.597866494,1.135240306,0.585670804,3.85446005,2.338949774
1.080391761,0.571161928,1.951295455,1.509772639,1.278157565,0.097728328,3.413806987,0.492071454,2.452382054,3.429973236,0.573427651,1.571444081,0.260967687,0.929069042,1.738909953,1.516623236,1.077413618,3.696099557,2.689319929,1.088413095,2.596948304,2.979427548,2.051707221,1.951207924,3.028915549,2.214593994,-0.265210361,0.575539006,1.265974344,3.081811696,1.215965281,1.209880177,1.71855045,3.042016803,0.006822537,0.991271536,3.117413151,-0.698248365,2.542735141,0.82503666,-0.432982909,0.061700817,2.006132904,0.716182631,-1.361743082,-0.114320083,0.510855009,1.194815893,0.796654957,3.070645856,1.872766053
1.081558786,0.36257877,2.63012124,1.387355628,1.024153593,0.099189905,3.547891755,0.38658123,2.912419201,3.031715427,1.305543703,1.621280064,-0.298360598,0.936591984,1.224667021,0.898240304,0.559051926,3.646912579,2.299031339,1.491139691,2.98203645,1.309551929,1.214061657,1.622389578,2.825144048,1.494790042,-0.557358741,0.044031331,0.649543126,2.045046074,0.911575503,1.123998712,1.89327391,2.122386167,0.339743014,0.875020044,2.473301401,-0.354605952,2.287235674,0.402398957,-0.345240412,-0.154674957,2.325052267,0.53504993,-1.72764503,0.069525345,1.008491556,0.829144682,0.938988115,2.828436537,1.255663101
1.082725812,0.124712499,2.150775407,0.573770636,1.078611245,-0.453795183,3.922486131,-0.233656117,2.32152507,2.686667299,1.175986318,0.829202744,-0.113914379,1.4413228,1.435541968,1.181952465,0.305703059,3.279428122,2.416400687,0.899899464,2.546952379,1.191470121,0.978623753,1.057951385,2.448166786,1.755698595,0.222573272,0.291003174,0.415357908,1.76726282,1.54978986,1.286264584,2.560302252,1.759338598,0.929740256,0.637541513,2.993763061,-0.25701448,2.754987482,-0.545353214,-0.534085521,-0.538391376,1.866672783,1.214650192,-1.22974665,0.72173298,1.090194038,1.112352793,0.510637902,3.489811463,0.764011183
1.083892838,0.432897115,1.717910654,0.459539591,0.839578848,0.263197509,3.46819169,0.209912418,2.739485484,3.012147622,1.084570617,0.947112603,-0.667602074,1.120973,1.280579601,0.713714092,0.106822773,2.088835539,1.540718384,0.787020952,2.559077541,1.904344374,0.922238164,0.672122195,2.842784654,1.91586942,0.442292877,0.283944387,0.940892234,0.668791243,1.270571202,1.026808572,2.654319247,1.544770005,1.825818962,0.65584241,2.487673333,-0.266571089,2.774063932,-0.361452551,0.424319143,-0.46755894,1.836896675,0.876698768,-1.872015528,0.988233444,1.657464921,1.519555734,1.020349125,2.942560723,0.631263564
1.085059863,0.878271466,1.789703685,0.61914018,0.497971695,0.184804938,2.972030067,0.152258379,2.228537614,3.150612026,0.832903089,1.524467882,-0.800744728,0.494280965,0.924328601,0.759356006,0.056940505,2.302861757,1.387881898,0.672095056,2.820077406,1.115497649,-0.098373004,0.598943888,2.118244216,1.399446102,-0.183523778,0.390564413,2.627959342,-0.205513947,1.679269562,0.066237149,2.684690813,1.816588885,1.865997335,0.064411308,2.59624305,-0.377759583,2.07333079,-0.140580525,0.652325783,-0.462095611,1.990499581,1.143626732,-1.217812155,0.781780151,1.730855306,1.333036256,1.558613494,3.341383453,0.957710849
1.086226889,0.752846425,2.159489668,1.213293593,0.712476856,-0.343301627,2.311231571,-0.357571667,2.208168575,3.247448047,0.727432464,1.555003348,-1.406290922,0.231209859,0.87795049,1.039729906,0.342991031,2.380694257,1.115249548,0.364689479,3.388092616,0.748752997,-0.337067051,1.216373991,2.274336807,1.475713106,0.908969864,1.32384543,2.984665264,-1.192238415,1.71781545,0.315652494,2.737517553,2.089108625,1.742019626,1.017445817,1.835517523,-0.830536837,2.289361881,-0.173750107,0.911974698,-0.207927529,1.684165304,0.488108509,-0.812650647,0.677611624,2.035806655,1.664873362,2.252343195,2.757198236,0.72748349
1.087393915,0.763089227,1.901663963,1.003589672,0.886651503,0.474706402,1.89751341,-0.103145365,0.812544658,3.444765064,0.191551459,1.502333963,-1.688405739,1.117070195,0.77658534,1.222763684,-0.672687082,2.211026233,1.316427918,0.555786615,3.804119194,0.663689963,-0.372886662,1.434359695,1.605219194,0.672398337,0.658080207,1.235014991,2.955056667,-1.259243474,1.534988096,-0.286720395,2.068188558,1.387257179,1.499823754,1.299687874,1.561297161,-0.274272759,1.428747063,-0.036202358,0.750021575,-0.316187876,1.522757843,0.817283238,-1.349638124,0.179191727,2.294926723,1.287425736,2.285143412,2.524690569,1.27922404
1.08856094,1.07304487,2.182250937,0.510408879,1.513403975,0.331672315,1.312791456,-0.174579024,1.137564489,2.843433423,0.197904233,1.900137054,-1.114407541,0.230327374,0.826898904,1.370893391,-1.419536206,1.777948506,1.158019617,0.936473533,4.001264052,1.237897718,0.710042687,1.421589719,2.211037921,0.679676492,0.506086466,0.895948689,2.873343797,-1.557286748,1.567873285,-0.642751795,2.13735785,1.058572618,1.499799763,1.479006117,1.939012929,0.651446325,1.182033497,-0.488656714,0.416157687,-0.654884699,0.91567973,1.009891716,-0.661076705,-0.030759019,1.896566204,0.962885919,1.524227579,1.994677609,1.540476073
1.089727966,1.440169998,2.063038057,1.160946784,2.185250406,0.928425824,0.470758089,-0.555319587,1.333035217,2.742888088,0.184502865,1.723801399,-1.383002037,0.874656271,1.56459467,1.091962626,-1.613466185,1.253260628,2.232221131,1.290425765,3.378125142,1.124384218,0.20735373,1.06370244,1.698392252,0.617602373,-0.056259198,0.45758427,2.445753367,-1.474475136,0.700653595,-0.314183654,2.38541177,1.594300678,1.417760564,1.201038894,1.875920861,0.100836597,1.00768555,-0.276805068,0.006861428,0.407162517,0.992143818,0.598702188,-0.882801499,-0.175814013,2.57025888,0.648280165,1.869410653,2.050736152,1.565204285
1.090894992,1.180969625,2.274987732,0.602091081,2.401335589,-0.060531043,0.846732132,-0.836802711,1.507389475,2.407183312,0.529499688,2.043744475,-1.638545294,1.316746443,1.12425755,1.796528619,-1.610012604,1.564940043,2.950037236,1.315408986,3.458532543,0.794775005,-0.228193377,0.921766377,2.464205736,0.142277184,0.244504838,0.393141664,2.433494281,-2.245841503,0.840748801,-0.186365593,2.464659443,1.275870136,0.943958515,1.25267231,2.357963365,-0.601581498,0.189634219,0.026679562,0.332057414,1.075168429,0.438892155,0.834981102,-0.681507973,0.821329921,1.951454074,0.630084869,1.411090186,1.720571767,1.063675128
