name,cluster
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,2.00642
2-Hydroxyisovalerate,0.95365
2-Hydroxyisovalerate,0.95365
2-Hydroxyisovalerate,0.82182
2-Hydroxyisovalerate,0.82182
2-Hydroxyphenylacetate,3.52252
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.6674
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.59769
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
